5.32	97.2023	-0.1279	-7.8975	0
5.33	97.267	-0.1286	-7.8197	0
5.34	97.3306	-0.1293	-7.7293	0
5.35	97.3931	-0.1299	-7.8857	0
5.36	97.4547	-0.1306	-7.7526	0
5.37	97.5152	-0.1313	-7.7151	0
5.38	97.5748	-0.1319	-7.6102	0
5.39	97.6333	-0.1326	-7.7927	0
5.4	97.6908	-0.1333	-7.9559	0
5.41	97.7473	-0.134	-8.0606	0
5.42	97.8027	-0.1346	-8.1012	0
5.43	97.8572	-0.1353	-7.9832	0
5.44	97.9107	-0.136	-8.0551	0
5.45	97.9631	-0.1366	-8.2698	0
5.46	98.0146	-0.1373	-8.3171	0
5.47	98.065	-0.138	-8.5105	0
5.48	98.1144	-0.1387	-8.7453	0
5.49	98.1629	-0.1393	-8.5998	0
5.5	98.2103	-0.14	-8.5188	0
5.51	98.2567	-0.1407	-8.6322	0
5.52	98.3021	-0.1413	-8.5916	0
5.53	98.3465	-0.142	-8.6987	0
5.54	98.39	-0.1427	-8.8095	0
5.55	98.4324	-0.1434	-9.0087	0
5.56	98.4738	-0.144	-8.8567	0
5.57	98.5143	-0.1447	-8.8461	0
5.58	98.5537	-0.1454	-8.9602	0
5.59	98.5921	-0.146	-9.1216	0
5.6	98.6296	-0.1467	-9.3355	0
5.61	98.666	-0.1474	-9.2758	0
5.62	98.7015	-0.148	-9.1838	0
5.63	98.7359	-0.1487	-9.1295	0
5.64	98.7694	-0.1494	-9.278	0
5.65	98.8019	-0.1501	-9.2316	0
5.66	98.8334	-0.1507	-9.45	0
5.67	98.8639	-0.1514	-9.3683	0
5.68	98.8934	-0.1521	-9.3709	0
5.69	98.9219	-0.1527	-9.3903	0
5.7	98.9494	-0.1534	-9.2807	0
5.71	98.9759	-0.1541	-9.3499	0
5.72	99.0015	-0.1548	-9.369	0
5.73	99.0261	-0.1554	-9.5973	0
5.74	99.0496	-0.1561	-9.6608	0
5.75	99.0722	-0.1568	-9.579	0
5.76	99.0938	-0.1574	-9.4377	0
5.77	99.1144	-0.1581	-9.3712	0
5.78	99.1341	-0.1588	-9.4051	0
5.79	99.1527	-0.1595	-9.422	0
5.8	99.1704	-0.1601	-9.3598	0
5.81	99.1871	-0.1608	-9.3512	0
5.82	99.2028	-0.1615	-9.212	0
5.83	99.2175	-0.1621	-9.3111	0
5.84	99.2312	-0.1628	-9.3574	0
5.85	99.244	-0.1635	-9.3659	0
